City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Kalmunai,LK,2022-04-30 16:18:22,7.4167,81.8167,83.05,77,13,7.38
282,Helena,US,2022-04-30 16:16:20,46.5927,-112.0361,50.18,80,40,3.0
283,Pucallpa,PE,2022-04-30 16:17:16,-8.3791,-74.5539,87.84,62,40,2.3
284,Soyo,AO,2022-04-30 16:18:23,-6.1349,12.3689,82.24,73,98,7.34
285,Trzcianka,PL,2022-04-30 16:18:23,53.0406,16.4563,59.88,54,100,3.69
286,Lumberton,US,2022-04-30 16:18:24,34.6182,-79.0086,77.83,45,59,8.34
287,Eureka,US,2022-04-30 16:15:37,40.8021,-124.1637,54.68,77,100,8.99
288,Waddan,LY,2022-04-30 16:18:24,29.1614,16.139,91.94,9,100,17.05
289,Hay River,CA,2022-04-30 16:15:32,60.8156,-115.7999,30.18,69,20,6.91
290,Ciudad Bolivar,VE,2022-04-30 16:18:25,8.1222,-63.5497,93.72,36,100,11.16
291,Seoul,KR,2022-04-30 16:13:33,37.5683,126.9778,47.64,76,0,1.14
292,Conguaco,GT,2022-04-30 16:18:25,14.0442,-90.0311,67.89,79,99,1.77
293,San Andres,CO,2022-04-30 16:15:13,12.5847,-81.7006,86.02,74,40,16.11
294,Carnarvon,AU,2022-04-30 16:18:26,-24.8667,113.6333,66.27,59,75,9.22
295,Nishihara,JP,2022-04-30 16:18:26,26.1842,127.7558,70.88,73,100,5.75
296,Santa Rosalia,MX,2022-04-30 16:18:27,27.3167,-112.2833,75.0,27,46,3.74
297,Cefalu,IT,2022-04-30 16:18:27,38.0386,14.0229,65.53,68,64,1.99
298,Port Pirie,AU,2022-04-30 16:18:27,-33.1833,138.0167,48.29,63,0,3.87
299,Belogorsk,RU,2022-04-30 16:18:28,50.9158,128.4611,41.02,58,99,8.99
300,Shelby,US,2022-04-30 16:15:57,35.2001,-89.8668,78.15,59,40,10.36
301,Maralal,KE,2022-04-30 16:18:28,1.0968,36.698,64.72,71,84,9.78
302,Kindersley,CA,2022-04-30 16:18:29,51.4668,-109.1682,53.62,35,20,4.61
303,Dingle,PH,2022-04-30 16:18:29,10.9995,122.6711,77.88,83,88,5.79
304,Arraias,BR,2022-04-30 16:18:30,-12.9288,-46.9437,88.3,27,60,4.68
305,Taloqan,AF,2022-04-30 16:18:30,36.7361,69.5345,75.74,45,0,2.19
306,Jimenez,MX,2022-04-30 16:18:30,28.3333,-105.4,80.38,7,3,9.82
307,Awbari,LY,2022-04-30 16:18:31,26.5921,12.7805,99.14,5,0,13.24
308,Flin Flon,CA,2022-04-30 16:18:31,54.7682,-101.865,46.24,66,75,0.0
309,Liku,ID,2022-04-30 16:18:32,-0.7275,119.8922,75.9,92,100,2.84
310,Avera,US,2022-04-30 16:18:32,33.194,-82.5271,78.39,49,76,7.2
311,Tsubata,JP,2022-04-30 16:18:32,36.6667,136.7333,50.2,75,100,1.66
312,El Jicaro,GT,2022-04-30 16:18:33,14.9167,-89.9,87.33,59,33,2.37
313,Zunyi,CN,2022-04-30 16:18:33,27.6867,106.9072,52.43,93,100,2.57
314,Vila Franca Do Campo,PT,2022-04-30 16:18:34,37.7167,-25.4333,66.61,70,2,7.94
315,Moussoro,TD,2022-04-30 16:18:34,13.6408,16.4901,106.79,13,100,2.66
316,Ketchikan,US,2022-04-30 16:18:34,55.3422,-131.6461,46.87,66,0,10.36
317,Marzuq,YE,2022-04-30 16:18:35,14.4,46.4667,79.9,52,22,9.33
318,Samarai,PG,2022-04-30 16:18:35,-10.6167,150.6667,80.69,79,46,5.97
319,Gbarnga,LR,2022-04-30 16:18:36,6.9956,-9.4722,82.74,71,92,1.99
320,Lakatoro,VU,2022-04-30 16:18:36,-16.0999,167.4164,79.07,82,100,3.4
321,Bara,NG,2022-04-30 16:18:36,10.3744,10.7288,103.59,20,78,7.38
322,Belyy Yar,RU,2022-04-30 16:18:37,53.6039,91.3903,58.86,40,49,2.24
323,Kruisfontein,ZA,2022-04-30 16:18:37,-34.0033,24.7314,59.88,77,0,14.03
324,Konya,TR,2022-04-30 16:18:38,38.1667,32.5,62.08,55,79,11.72
325,Kemijarvi,FI,2022-04-30 16:18:38,66.7131,27.4306,34.99,52,86,8.34
326,Mawlaik,MM,2022-04-30 16:18:38,23.6333,94.4167,78.62,55,52,3.49
327,Puerto Carreno,CO,2022-04-30 16:15:11,6.189,-67.4859,75.22,92,100,7.05
328,Roald,NO,2022-04-30 16:18:39,62.5833,6.1333,50.92,81,75,9.22
329,Markova,UA,2022-04-30 16:18:39,48.6758,24.4138,53.82,69,81,3.38
330,Concepcion,CL,2022-04-30 16:18:40,-36.827,-73.0498,53.4,66,0,9.22
331,Viedma,AR,2022-04-30 16:18:40,-40.8135,-62.9967,57.65,31,100,17.4
332,Carbonia,IT,2022-04-30 16:18:41,39.1672,8.5222,72.55,47,0,8.68
333,Calama,CL,2022-04-30 16:18:41,-22.4667,-68.9333,73.89,6,0,9.22
334,Angoche,MZ,2022-04-30 16:18:41,-16.2325,39.9086,74.71,78,0,7.34
335,Provideniya,RU,2022-04-30 16:18:42,64.3833,-173.3,28.18,93,100,14.88
336,Haikou,CN,2022-04-30 16:18:42,20.0458,110.3417,77.13,94,0,4.47
337,Castelo Do Piaui,BR,2022-04-30 16:18:43,-5.3222,-41.5525,92.16,39,81,3.42
338,Yantal,RU,2022-04-30 16:18:43,56.8471,105.2542,41.49,97,100,3.78
339,Norman Wells,CA,2022-04-30 16:18:43,65.282,-126.8329,37.44,60,20,8.05
340,Anaconda,US,2022-04-30 16:18:44,46.1285,-112.9423,40.19,61,69,5.28
341,Yulara,AU,2022-04-30 16:14:32,-25.2406,130.9889,63.3,57,100,17.67
342,Bitung,ID,2022-04-30 16:18:44,1.4451,125.1824,79.65,85,99,3.09
343,Karasjok,NO,2022-04-30 16:18:45,69.4719,25.5112,27.63,83,93,12.24
344,Amazar,RU,2022-04-30 16:18:45,53.858,120.875,28.92,52,37,1.97
345,Fare,PF,2022-04-30 16:18:45,-16.7,-151.0167,80.44,73,4,17.0
346,Vaxjo,SE,2022-04-30 16:18:46,56.8777,14.8091,53.65,52,100,4.61
347,Tautira,PF,2022-04-30 16:18:46,-17.7333,-149.15,79.68,74,17,16.08
348,Pipri,IN,2022-04-30 16:18:47,19.8,75.5333,93.27,16,3,19.04
349,Oxbow,CA,2022-04-30 16:18:47,49.2333,-102.1676,47.64,62,100,15.59
350,Sabya,SA,2022-04-30 16:18:48,17.1495,42.6254,89.22,47,54,3.56
351,Fonte Boa,BR,2022-04-30 16:18:48,-2.4959,-66.2662,85.42,62,71,4.81
352,Port Blair,IN,2022-04-30 16:16:57,11.6667,92.75,82.44,83,40,2.3
353,Jamame,SO,2022-04-30 16:18:49,0.0722,42.7506,82.09,75,24,9.33
354,Sayat,TM,2022-04-30 16:18:49,38.7839,63.8803,84.07,15,100,10.56
355,Tarrafal,CV,2022-04-30 16:18:49,15.2833,-23.7667,81.39,74,80,16.17
356,Havelock,US,2022-04-30 16:18:50,34.8791,-76.9013,71.94,73,95,10.0
357,Ponta Do Sol,PT,2022-04-30 16:18:50,32.6667,-17.1,76.71,51,0,0.51
358,Havoysund,NO,2022-04-30 16:18:51,70.9963,24.6622,30.43,78,100,13.73
359,La Paz,BO,2022-04-30 16:14:09,-16.5,-68.15,62.58,44,40,6.91
360,Vrangel,RU,2022-04-30 16:18:51,42.7297,133.0839,38.64,96,100,8.46
361,Nueva Helvecia,UY,2022-04-30 16:18:51,-34.3,-57.2333,59.59,52,100,3.91
362,Sines,PT,2022-04-30 16:18:52,37.9562,-8.8698,67.28,75,4,6.8
363,Luancheng,CN,2022-04-30 16:18:52,37.8792,114.6517,46.56,18,23,8.41
364,Mahajanga,MG,2022-04-30 16:18:53,-15.7167,46.3167,80.8,70,5,8.32
365,Poronaysk,RU,2022-04-30 16:18:53,49.2167,143.1167,31.42,79,99,5.39
366,Sao Filipe,CV,2022-04-30 16:18:53,14.8961,-24.4956,75.02,68,96,10.94
367,Lata,PT,2022-04-30 16:18:54,40.1629,-8.3327,78.49,40,10,9.57
368,Barcelos,PT,2022-04-30 16:18:54,41.5388,-8.6151,78.91,48,8,7.09
369,Sernur,RU,2022-04-30 16:18:55,56.9333,49.1536,35.92,94,100,4.07
370,Neyshabur,IR,2022-04-30 16:18:55,36.2133,58.7958,79.59,23,99,9.1
371,Zhezkazgan,KZ,2022-04-30 16:18:56,47.8043,67.7144,71.33,28,41,3.58
372,Kaeo,NZ,2022-04-30 16:18:56,-35.1,173.7833,58.3,87,9,6.08
373,Kabalo,CD,2022-04-30 16:18:56,-6.05,26.9167,77.81,74,90,1.54
374,Abapo,BO,2022-04-30 16:18:57,-18.8333,-63.4667,76.55,49,41,7.09
375,Beloha,MG,2022-04-30 16:18:57,-25.1667,45.05,71.64,73,14,7.43
376,Locri,IT,2022-04-30 16:18:58,38.2414,16.2623,68.32,58,69,5.5
377,Kodiak,US,2022-04-30 16:18:58,57.79,-152.4072,40.51,87,100,28.77
378,Sterling,US,2022-04-30 16:18:58,39.0062,-77.4286,65.55,27,40,3.0
379,Imbituba,BR,2022-04-30 16:15:24,-28.24,-48.6703,68.86,61,26,12.21
380,Hvide Sande,DK,2022-04-30 16:18:59,56.0045,8.1294,53.1,76,6,9.35
381,Takoradi,GH,2022-04-30 16:18:59,4.8845,-1.7554,84.27,68,94,7.67
382,Montepuez,MZ,2022-04-30 16:19:00,-13.1256,38.9997,69.55,81,18,3.6
383,Huarmey,PE,2022-04-30 16:19:00,-10.0681,-78.1522,72.41,74,83,9.15
384,Ojinaga,MX,2022-04-30 16:19:00,29.5667,-104.4167,87.57,13,0,6.91
385,Cherskiy,RU,2022-04-30 16:19:01,68.75,161.3,-6.79,100,79,4.29
386,Saint-Augustin,CA,2022-04-30 16:19:01,51.226,-58.6502,35.55,94,100,15.68
387,Victoria,HK,2022-04-30 16:19:02,22.2855,114.1577,79.18,86,100,15.99
388,Kununurra,AU,2022-04-30 16:19:02,-15.7667,128.7333,78.78,89,100,3.44
389,Quepos,CR,2022-04-30 16:19:03,9.4236,-84.1652,83.23,73,100,2.44
390,Aksu,CN,2022-04-30 16:19:03,41.1231,80.2644,67.55,23,100,4.76
391,Berlevag,NO,2022-04-30 16:19:03,70.8578,29.0864,26.4,60,99,20.09
392,Cap Malheureux,MU,2022-04-30 16:19:04,-19.9842,57.6142,76.46,77,39,3.0
393,Namatanai,PG,2022-04-30 16:19:04,-3.6667,152.4333,79.18,80,98,1.79
394,Mandera,KE,2022-04-30 16:19:05,3.9366,41.867,89.31,50,75,4.97
395,Kvarkeno,RU,2022-04-30 16:19:05,52.0833,59.725,50.16,76,100,11.45
396,Fairbanks,US,2022-04-30 16:18:46,64.8378,-147.7164,40.98,66,0,8.05
397,San Cristobal,VE,2022-04-30 16:19:05,7.7669,-72.225,82.58,77,100,7.05
398,Fethiye,TR,2022-04-30 16:19:06,36.6217,29.1164,71.47,61,50,4.18
399,Cuamba,MZ,2022-04-30 16:19:06,-14.8031,36.5372,69.67,66,13,1.72
400,Barrancas,CO,2022-04-30 16:19:07,10.9576,-72.7877,89.47,61,100,2.77
401,Ilulissat,GL,2022-04-30 16:17:18,69.2167,-51.1,23.02,42,20,10.36
402,Gao,ML,2022-04-30 16:17:31,16.6362,1.637,104.43,7,87,8.23
403,Buraydah,SA,2022-04-30 16:19:07,26.326,43.975,89.06,23,0,4.85
404,Lashio,MM,2022-04-30 16:19:08,22.9333,97.75,66.6,74,17,2.37
405,Itupiranga,BR,2022-04-30 16:19:08,-5.1347,-49.3267,89.92,56,54,2.04
406,Tevriz,RU,2022-04-30 16:19:08,57.509,72.4042,37.42,59,96,4.97
407,Alta Floresta,BR,2022-04-30 16:19:09,-9.8756,-56.0861,96.62,41,40,8.05
408,Ekimchan,RU,2022-04-30 16:19:09,53.0667,132.9667,22.12,95,68,3.2
409,Asau,RO,2022-04-30 16:14:15,46.4333,26.4,58.12,57,58,3.4
410,Guangyuan,CN,2022-04-30 16:19:10,32.442,105.823,54.46,62,100,5.17
411,Mastung,PK,2022-04-30 16:19:10,29.7994,66.845,77.99,12,0,6.26
412,Vieques,PR,2022-04-30 16:19:11,18.425,-65.8329,78.89,88,100,11.5
413,Navsari,IN,2022-04-30 16:19:11,20.9524,72.9324,84.09,74,0,15.97
414,Lunca De Sus,RO,2022-04-30 16:19:11,46.5333,25.9667,49.46,72,78,4.88
415,Prinos,GR,2022-04-30 16:19:12,40.75,24.5833,65.86,77,75,6.91
416,Lewistown,US,2022-04-30 16:19:12,40.5992,-77.5714,64.87,61,0,4.61
417,Burhaniye,TR,2022-04-30 16:19:13,39.5004,26.9727,62.51,63,75,17.27
418,Bubaque,GW,2022-04-30 16:18:28,11.2833,-15.8333,78.71,64,28,12.5
419,Port Lincoln,AU,2022-04-30 16:19:13,-34.7333,135.8667,58.93,78,2,7.78
420,Otjimbingwe,NA,2022-04-30 16:19:14,-22.35,16.1333,80.92,24,0,15.64
421,Hasaki,JP,2022-04-30 16:19:14,35.7333,140.8333,46.8,55,42,10.47
422,Diamantino,BR,2022-04-30 16:19:15,-14.4086,-56.4461,91.38,35,15,4.59
423,Praia,CV,2022-04-30 16:19:15,14.9215,-23.5087,81.14,47,0,20.71
424,Palasa,IN,2022-04-30 16:19:15,18.7667,84.4167,81.55,85,86,11.95
425,Nuuk,GL,2022-04-30 16:19:16,64.1835,-51.7216,25.41,63,40,15.01
426,Union City,US,2022-04-30 16:15:54,37.5958,-122.0192,65.79,76,40,5.75
427,Santo Antonio Do Ica,BR,2022-04-30 16:19:16,-3.1022,-67.9397,85.68,65,87,3.18
428,Okhotsk,RU,2022-04-30 16:19:17,59.3833,143.3,32.56,91,50,3.83
429,Tilichiki,RU,2022-04-30 16:19:17,60.4667,166.1,23.67,93,53,7.16
430,Vanino,RU,2022-04-30 16:19:18,49.0869,140.2543,29.25,77,51,2.1
431,Bereda,ES,2022-04-30 16:19:18,43.2686,-7.5406,80.42,52,18,7.18
432,Cayenne,GF,2022-04-30 16:18:07,4.9333,-52.3333,86.04,8,20,16.11
433,Yatou,CN,2022-04-30 16:19:19,37.15,122.3833,46.13,30,85,6.29
434,Kaman,IN,2022-04-30 16:19:19,27.65,77.2667,97.99,12,25,10.27
435,Ornskoldsvik,SE,2022-04-30 16:19:19,63.2909,18.7153,47.35,61,100,9.22
436,Bushehr,IR,2022-04-30 16:19:20,28.9684,50.8385,78.89,65,0,18.41
437,Yeppoon,AU,2022-04-30 16:19:20,-23.1333,150.7333,65.98,89,48,10.2
438,Beyneu,KZ,2022-04-30 16:19:21,45.3167,55.2,66.42,72,97,13.51
439,Ovada,IT,2022-04-30 16:19:21,44.6384,8.6453,66.34,50,89,1.86
440,Vao,NC,2022-04-30 16:19:21,-22.6667,167.4833,74.19,81,100,21.77
441,Fort-Shevchenko,KZ,2022-04-30 16:19:22,44.5086,50.263,58.42,85,56,19.93
442,Koumac,NC,2022-04-30 16:19:22,-20.5667,164.2833,72.91,83,24,4.61
443,Broome,US,2022-04-30 16:19:23,42.2506,-75.833,57.65,28,0,10.36
444,Asyut,EG,2022-04-30 16:19:23,27.181,31.1837,93.6,12,48,15.59
445,Melchor De Mencos,GT,2022-04-30 16:19:24,17.0686,-89.1522,87.8,62,20,4.61
446,Manokwari,ID,2022-04-30 16:17:58,-0.8667,134.0833,78.75,81,100,5.3
447,Pinawa,CA,2022-04-30 16:19:24,50.1489,-95.8811,40.39,97,100,7.27
448,Linxia,CN,2022-04-30 16:19:24,35.6003,103.2064,40.57,75,100,5.37
449,Xian,CN,2022-04-30 16:19:25,34.2583,108.9286,52.61,29,100,2.44
450,Pitsunda,GE,2022-04-30 16:19:25,43.1592,40.3378,55.58,94,45,5.97
451,Knyaze-Volkonskoye,RU,2022-04-30 16:19:26,48.4642,135.4567,37.74,57,98,15.01
452,Grodkow,PL,2022-04-30 16:19:26,50.6984,17.3845,60.15,56,100,2.28
453,Myitkyina,MM,2022-04-30 16:19:26,25.3833,97.4,71.02,71,57,4.32
454,Ugoofaaru,MV,2022-04-30 16:19:27,5.6667,73.0,85.91,73,100,11.1
455,Sao Miguel Do Araguaia,BR,2022-04-30 16:19:27,-13.275,-50.1628,90.27,31,7,6.38
456,Batagay-Alyta,RU,2022-04-30 16:19:28,67.8006,130.4114,0.97,93,8,5.75
457,Kulhudhuffushi,MV,2022-04-30 16:19:28,6.6221,73.07,86.09,73,100,10.83
458,Ulladulla,AU,2022-04-30 16:19:28,-35.35,150.4667,56.3,70,76,3.74
459,Abaete,BR,2022-04-30 16:19:29,-19.16,-45.4458,86.04,35,0,4.03
460,Casablanca,MA,2022-04-30 16:17:38,33.5928,-7.6192,77.22,54,0,11.5
461,Kisangani,CD,2022-04-30 16:19:29,0.5167,25.2,82.27,62,89,2.73
462,San Carlos Del Zulia,VE,2022-04-30 16:19:30,9.0,-71.9135,88.86,61,100,3.02
463,Honiara,SB,2022-04-30 16:15:20,-9.4333,159.95,77.99,86,96,1.63
464,Yurga,RU,2022-04-30 16:19:30,55.7231,84.8861,57.11,73,88,5.91
465,Nome,US,2022-04-30 16:16:16,64.5011,-165.4064,41.07,56,100,8.05
466,San Patricio,US,2022-04-30 16:19:31,28.017,-97.5169,84.29,57,11,12.37
467,Plettenberg Bay,ZA,2022-04-30 16:19:31,-34.0527,23.3716,59.43,80,2,5.82
468,Coihueco,CL,2022-04-30 16:19:31,-36.6167,-71.8333,54.34,62,0,9.22
469,Westport,US,2022-04-30 16:19:32,41.1415,-73.3579,61.16,28,0,11.5
470,Gat,IL,2022-04-30 16:19:32,31.61,34.7642,69.4,100,0,13.53
471,Erenhot,CN,2022-04-30 16:19:33,43.6475,111.9767,51.13,27,81,15.75
472,San Rafael,AR,2022-04-30 16:14:39,-34.6177,-68.3301,63.9,27,0,2.35
473,La Asuncion,VE,2022-04-30 16:19:33,11.0333,-63.8628,87.53,66,100,18.41
474,Puerto Escondido,MX,2022-04-30 16:19:34,15.85,-97.0667,86.83,70,0,10.36
475,Sitka,US,2022-04-30 16:14:53,57.0531,-135.33,44.49,65,0,5.75
476,Hearst,CA,2022-04-30 16:19:34,49.6835,-83.6665,61.05,63,89,6.89
477,Stykkisholmur,IS,2022-04-30 16:19:35,65.0757,-22.7297,45.84,82,94,10.31
478,Inhambane,MZ,2022-04-30 16:14:43,-23.865,35.3833,76.98,78,20,9.22
479,Mount Isa,AU,2022-04-30 16:19:35,-20.7333,139.5,73.17,60,4,4.61
480,Gusino,RU,2022-04-30 16:19:35,54.7244,31.368,45.97,60,86,3.71
481,Homa Bay,KE,2022-04-30 16:19:36,-0.5273,34.4571,70.21,83,100,2.73
482,Dong Hoi,VN,2022-04-30 16:19:36,17.4833,106.6,76.21,95,100,2.62
483,Tadine,NC,2022-04-30 16:19:37,-21.55,167.8833,74.8,84,100,16.04
484,Yei,SS,2022-04-30 16:19:37,4.095,30.6779,70.63,75,100,2.77
485,Teguldet,RU,2022-04-30 16:19:37,57.3064,88.1667,49.44,86,95,6.33
486,Ahuimanu,US,2022-04-30 16:19:38,21.4447,-157.8378,74.91,78,20,13.8
487,Jasper,US,2022-04-30 16:18:20,37.2001,-94.3502,68.11,65,20,17.27
488,Bilma,NE,2022-04-30 16:19:38,18.6853,12.9164,105.84,6,84,4.23
489,Tabuk,PH,2022-04-30 16:19:39,17.4189,121.4443,76.57,85,92,4.94
490,Aberystwyth,GB,2022-04-30 16:19:39,52.4155,-4.0829,49.62,81,100,5.32
491,Padang,ID,2022-04-30 16:19:40,-0.9492,100.3543,78.85,89,98,2.62
492,Caarapo,BR,2022-04-30 16:19:40,-22.6342,-54.8222,82.76,52,41,9.95
493,Rorvik,NO,2022-04-30 16:19:40,64.8621,11.2373,39.9,77,96,3.4
494,Araouane,ML,2022-04-30 16:19:41,18.9048,-3.5265,100.8,6,6,13.73
495,Voskresenskoye,RU,2022-04-30 16:19:41,56.8381,45.4317,38.46,60,71,8.59
496,Abu Zabad,SD,2022-04-30 16:19:42,12.35,29.25,97.95,7,19,5.5
497,Litovko,RU,2022-04-30 16:19:42,49.2361,135.1742,36.0,59,23,11.32
498,Aklavik,CA,2022-04-30 16:19:42,68.2191,-135.0107,33.8,69,20,5.75
499,Annau,TM,2022-04-30 16:15:19,37.8876,58.516,75.07,36,100,20.8
500,San Andres Del Rabanedo,ES,2022-04-30 16:19:43,42.6117,-5.6167,74.12,27,0,14.97
501,Vanimo,PG,2022-04-30 16:19:43,-2.6741,141.3028,77.05,88,100,5.21
502,Strezhevoy,RU,2022-04-30 16:19:44,60.7333,77.5889,26.46,77,13,4.29
503,Road Town,VG,2022-04-30 16:18:06,18.4167,-64.6167,78.89,94,75,10.36
504,Valle Del Guamuez,CO,2022-04-30 16:19:44,0.4525,-76.9192,74.62,99,100,1.41
505,Nemuro,JP,2022-04-30 16:15:26,43.3236,145.575,36.73,64,3,7.52
506,Lahaina,US,2022-04-30 16:19:45,20.8783,-156.6825,73.81,89,99,9.01
507,Buin,CL,2022-04-30 16:17:12,-33.7333,-70.75,71.87,30,0,1.92
508,Disna,BY,2022-04-30 16:19:45,55.568,28.1971,48.09,49,86,4.56
509,Opuwo,NA,2022-04-30 16:19:46,-18.0607,13.84,80.01,34,66,1.54
510,Ahipara,NZ,2022-04-30 16:19:46,-35.1667,173.1667,57.54,87,5,5.91
511,Tricase,IT,2022-04-30 16:19:47,39.9304,18.3553,67.35,68,0,3.44
512,Price,US,2022-04-30 16:19:47,39.5994,-110.8107,52.12,21,0,3.44
513,Banda Aceh,ID,2022-04-30 16:19:47,5.5577,95.3222,82.22,80,100,7.14
514,Walvis Bay,NA,2022-04-30 16:19:48,-22.9575,14.5053,67.15,59,0,9.22
515,Bucerias,MX,2022-04-30 16:15:46,20.75,-105.3333,78.78,31,20,4.61
516,Akyab,MM,2022-04-30 16:19:48,20.15,92.9,82.33,78,12,3.98
517,Tongzi,CN,2022-04-30 16:19:49,28.7829,105.0877,55.54,93,100,13.24
518,Malindi,KE,2022-04-30 16:19:49,-3.2175,40.1191,81.45,77,88,17.76
519,Gabi,PH,2022-04-30 16:19:50,7.6215,126.092,73.44,96,100,2.64
520,Katsuura,JP,2022-04-30 16:19:50,35.1333,140.3,53.28,67,39,7.92
521,Montauban,FR,2022-04-30 16:19:50,44.0833,1.5,70.57,56,16,8.95
522,Noyabrsk,RU,2022-04-30 16:19:51,63.1994,75.4507,25.75,90,8,12.62
523,Ulaangom,MN,2022-04-30 16:19:51,49.9811,92.0667,52.92,29,93,1.41
524,Khromtau,KZ,2022-04-30 16:19:52,50.2503,58.4347,52.81,69,100,16.4
525,Coquimbo,CL,2022-04-30 16:19:52,-29.9533,-71.3436,60.53,77,20,11.5
526,Nelson Bay,AU,2022-04-30 16:19:52,-32.7167,152.15,61.0,94,32,9.64
527,Namibe,AO,2022-04-30 16:19:53,-15.1961,12.1522,76.32,76,6,9.57
528,Hamilton,US,2022-04-30 16:15:51,39.1834,-84.5333,67.1,78,100,11.5
529,Hofn,IS,2022-04-30 16:19:53,64.2539,-15.2082,47.71,77,11,13.18
530,Najran,SA,2022-04-30 16:19:54,17.4924,44.1277,84.85,27,79,6.76
531,Mangrol,IN,2022-04-30 16:18:36,21.1167,70.1167,83.61,81,0,8.52
532,Touros,BR,2022-04-30 16:19:54,-5.1989,-35.4608,85.95,64,81,16.26
533,Bairiki,KI,2022-04-30 16:19:54,1.3292,172.9752,80.6,83,75,4.61
534,San-Pedro,CI,2022-04-30 16:19:55,4.7485,-6.6363,85.5,68,29,8.86
535,Izumo,JP,2022-04-30 16:19:55,35.3667,132.7667,49.95,80,100,4.12
536,Jaffna,LK,2022-04-30 16:16:28,9.6685,80.0074,85.8,81,94,20.78
537,Neftcala,AZ,2022-04-30 16:19:56,39.3742,49.2472,61.16,75,94,10.83
538,Marawi,PH,2022-04-30 16:19:56,7.9986,124.2928,69.22,92,100,0.96
539,Polunochnoye,RU,2022-04-30 16:19:56,60.8697,60.4153,30.16,80,35,5.03
540,Ararangua,BR,2022-04-30 16:19:57,-28.9347,-49.4858,71.24,58,41,8.63
541,Klaksvik,FO,2022-04-30 16:19:57,62.2266,-6.589,49.12,84,99,8.61
542,Forio,IT,2022-04-30 16:19:58,40.7342,13.8646,70.09,53,0,11.99
543,Qiongshan,CN,2022-04-30 16:19:58,20.0058,110.3542,76.98,94,0,4.47
544,Okha,RU,2022-04-30 16:19:58,53.5739,142.9478,29.28,97,100,6.4
545,Jutai,BR,2022-04-30 16:19:59,-5.1833,-68.9,88.0,59,81,1.25
546,Natal,BR,2022-04-30 16:16:33,-5.795,-35.2094,88.02,62,40,18.41
547,Goderich,CA,2022-04-30 16:19:59,43.7501,-81.7165,59.32,26,100,10.36
548,Kalaswala,PK,2022-04-30 16:20:00,32.2009,74.6491,93.16,25,38,14.67
549,Kaitangata,NZ,2022-04-30 16:20:00,-46.2817,169.8464,48.58,89,23,5.08
550,Vanavara,RU,2022-04-30 16:20:01,60.34,102.2797,35.4,96,97,3.42
551,Sobolevo,RU,2022-04-30 16:20:01,54.4299,31.8996,45.88,60,89,4.99
552,Lorengau,PG,2022-04-30 16:20:02,-2.0226,147.2712,80.55,79,96,5.01
553,Ayan,RU,2022-04-30 16:20:02,56.45,138.1667,32.43,94,100,8.48
554,Tiznit,MA,2022-04-30 16:20:03,29.5833,-9.5,78.22,27,0,15.59
555,Sinnamary,GF,2022-04-30 16:20:03,5.3833,-52.95,83.17,67,83,11.36
556,Rumuruti,KE,2022-04-30 16:20:04,0.267,36.5389,68.49,57,90,11.83
557,Ayutla,MX,2022-04-30 16:20:04,20.1167,-104.3333,80.92,7,4,1.36
558,Sibut,CF,2022-04-30 16:20:05,5.718,19.0739,89.28,44,96,3.02
559,Lasa,IT,2022-04-30 16:20:05,46.6166,10.7002,52.36,96,100,4.25
560,Khorixas,NA,2022-04-30 16:20:05,-20.3667,14.9667,85.15,18,0,14.27
561,Muravlenko,RU,2022-04-30 16:20:06,63.7898,74.523,26.38,89,35,15.12
562,Merzifon,TR,2022-04-30 16:20:06,40.8733,35.4631,54.86,72,75,20.71
563,Bardiyah,LY,2022-04-30 16:20:07,31.7561,25.0865,70.03,57,28,15.77
564,General Roca,AR,2022-04-30 16:20:07,-39.0333,-67.5833,57.61,28,0,10.65
